date	average_transaction_value
2022-03-04	1.635431
2022-03-03	1.356506
2022-03-02	1.414925
2022-03-01	1.850648
2022-02-28	1.674347
2022-02-27	0.976956
2022-02-26	0.940628
2022-02-25	1.869723
2022-02-24	3.304056
2022-02-23	1.311559
2022-02-22	1.273197
2022-02-21	1.463416
2022-02-20	0.902768
2022-02-19	0.716992
2022-02-18	1.336794
2022-02-17	1.481707
2022-02-16	1.158891
2022-02-15	1.568605
2022-02-14	1.408718
2022-02-13	0.863354
2022-02-12	1.109769
2022-02-11	1.887137
2022-02-10	2.370342
2022-02-09	1.466527
2022-02-08	1.628356
2022-02-07	1.778566
2022-02-06	0.756546
2022-02-05	1.035065
2022-02-04	1.781459
2022-02-03	2.267846
2022-02-02	1.380547
2022-02-01	1.698895
2022-01-31	1.822998
2022-01-30	1.343922
2022-01-29	1.381212
2022-01-28	1.985746
2022-01-27	2.373511
2022-01-26	2.421035
2022-01-25	2.053449
2022-01-24	3.000571
2022-01-23	2.129911
2022-01-22	3.089659
2022-01-21	3.506854
2022-01-20	1.57512
2022-01-19	1.87123
2022-01-18	1.313097
2022-01-17	1.265432
2022-01-16	0.888419
2022-01-15	0.89545
2022-01-14	1.359882
2022-01-13	1.608023
2022-01-12	1.408001
2022-01-11	1.288418
2022-01-10	1.507863
2022-01-09	0.940329
2022-01-08	1.229481
2022-01-07	2.211466
2022-01-06	2.252947
2022-01-05	1.731814
2022-01-04	1.469747
2022-01-03	0.982207
2022-01-02	0.731616
2022-01-01	0.927848
2021-12-31	1.918223
2021-12-30	2.686275
2021-12-29	1.315534
2021-12-28	1.608249
2021-12-27	1.362906
2021-12-26	0.664653
2021-12-25	1.054682
2021-12-24	1.172092
2021-12-23	1.386729
2021-12-22	1.243419
2021-12-21	1.260269
2021-12-20	1.268869
2021-12-19	0.74635
2021-12-18	1.078587
2021-12-17	1.431909
2021-12-16	1.697594
2021-12-15	1.538549
2021-12-14	1.919112
2021-12-13	2.10435
2021-12-12	0.628482
2021-12-11	1.067744
2021-12-10	1.715901
2021-12-09	1.572019
2021-12-08	1.533837
2021-12-07	1.885687
2021-12-06	2.570146
2021-12-05	1.234653
2021-12-04	2.748812
2021-12-03	1.984634
2021-12-02	1.624398
2021-12-01	2.153724
2021-11-30	2.186687
2021-11-29	1.557924
2021-11-28	0.914368
2021-11-27	0.938216
2021-11-26	2.111805
2021-11-25	1.313501
2021-11-24	1.609339
2021-11-23	1.489737
2021-11-22	1.55733
2021-11-21	1.322625
2021-11-20	1.214281
2021-11-19	1.618364
2021-11-18	1.731956
2021-11-17	1.489859
2021-11-16	1.907328
2021-11-15	2.916461
2021-11-14	0.955792
2021-11-13	0.933682
2021-11-12	1.529498
2021-11-11	1.397054
2021-11-10	1.418072
2021-11-09	1.417541
2021-11-08	1.443882
2021-11-07	0.728447
2021-11-06	1.009477
2021-11-05	1.459703
2021-11-04	1.518362
2021-11-03	2.144362
2021-11-02	1.603792
2021-11-01	1.408214
2021-10-31	0.992632
2021-10-30	0.96253
2021-10-29	2.049365
2021-10-28	1.19919
2021-10-27	2.034292
2021-10-26	1.257973
2021-10-25	1.215526
2021-10-24	0.763564
2021-10-23	1.031016
2021-10-22	1.791246
2021-10-21	2.28801
2021-10-20	1.673739
2021-10-19	1.415785
2021-10-18	1.617339
2021-10-17	1.276903
2021-10-16	1.495232
2021-10-15	2.160383
2021-10-14	2.963548
2021-10-13	1.696974
2021-10-12	1.335448
2021-10-11	1.250808
2021-10-10	0.992574
2021-10-09	0.817009
2021-10-08	1.751118
2021-10-07	1.782725
2021-10-06	1.74841
2021-10-05	1.989869
2021-10-04	1.476746
2021-10-03	0.978576
2021-10-02	1.154733
2021-10-01	1.618104
2021-09-30	1.320623
2021-09-29	1.312184
2021-09-28	1.41861
2021-09-27	1.521731
2021-09-26	3.238648
2021-09-25	0.957007
2021-09-24	3.173614
2021-09-23	1.721828
2021-09-22	2.087184
2021-09-21	2.330318
2021-09-20	2.387588
2021-09-19	1.005532
2021-09-18	1.272072
2021-09-17	1.922224
2021-09-16	1.35405
2021-09-15	2.320719
2021-09-14	1.305026
2021-09-13	1.513684
2021-09-12	1.018696
2021-09-11	1.823737
2021-09-10	1.906728
2021-09-09	2.02428
2021-09-08	2.205553
2021-09-07	2.561933
2021-09-06	1.505952
2021-09-05	1.046606
2021-09-04	1.302722
2021-09-03	2.08
2021-09-02	2.501647
2021-09-01	2.260335
2021-08-31	2.387761
2021-08-30	1.775626
2021-08-29	1.353038
2021-08-28	1.255755
2021-08-27	1.871372
2021-08-26	1.459705
2021-08-25	1.963546
2021-08-24	2.293599
2021-08-23	1.942659
2021-08-22	1.051066
2021-08-21	1.038971
2021-08-20	1.855755
2021-08-19	1.486496
2021-08-18	1.770878
2021-08-17	1.673803
2021-08-16	2.050047
2021-08-15	1.260575
2021-08-14	1.268618
2021-08-13	1.699101
2021-08-12	1.519143
2021-08-11	1.407597
2021-08-10	1.698297
2021-08-09	2.322611
2021-08-08	1.319439
2021-08-07	1.606153
2021-08-06	1.954731
2021-08-05	2.041933
2021-08-04	2.000669
2021-08-03	1.83793
2021-08-02	1.400347
2021-08-01	1.384149
2021-07-31	1.692812
2021-07-30	1.73015
2021-07-29	1.760103
2021-07-28	1.468624
2021-07-27	1.753141
2021-07-26	2.404437
2021-07-25	0.825195
2021-07-24	1.128823
2021-07-23	1.543559
2021-07-22	1.810582
2021-07-21	2.282009
2021-07-20	1.846219
2021-07-19	1.843671
2021-07-18	0.984684
2021-07-17	1.014489
2021-07-16	2.327568
2021-07-15	1.61231
2021-07-14	2.117078
2021-07-13	1.818119
2021-07-12	2.100004
2021-07-11	0.690379
2021-07-10	1.279306
2021-07-09	1.982225
2021-07-08	2.565542
2021-07-07	1.715216
2021-07-06	1.493859
2021-07-05	1.393274
2021-07-04	0.956332
2021-07-03	0.8761
2021-07-02	2.395949
2021-07-01	2.452365
2021-06-30	1.688872
2021-06-29	1.967743
2021-06-28	1.802302
2021-06-27	1.368147
2021-06-26	1.275916
2021-06-25	2.444109
2021-06-24	2.117377
2021-06-23	1.90504
2021-06-22	4.100229
2021-06-21	3.27216
2021-06-20	1.391748
2021-06-19	1.130341
2021-06-18	2.292368
