date	average_transaction_value
2022-03-29	33.248512
2022-03-28	28.008381
2022-03-27	13.356284
2022-03-26	9.545048
2022-03-25	25.174575
2022-03-24	62.623865
2022-03-23	136.93924
2022-03-22	98.102942
2022-03-21	159.981772
2022-03-20	184.099868
2022-03-19	238.191262
2022-03-18	249.984121
2022-03-17	414.087405
2022-03-16	72.804315
2022-03-15	131.869907
2022-03-14	217.548991
2022-03-13	275.849772
2022-03-12	72.926485
2022-03-11	43.526264
2022-03-10	86.304406
2022-03-09	53.340872
2022-03-08	63.213599
2022-03-07	162.050052
2022-03-06	187.107016
2022-03-05	227.214277
2022-03-04	308.958847
2022-03-03	400.93887
2022-03-02	223.723568
2022-03-01	85.354552
2022-02-28	29.386345
2022-02-27	64.180066
2022-02-26	84.162381
2022-02-25	87.644267
2022-02-24	191.603782
2022-02-23	374.064606
2022-02-22	356.196655
2022-02-21	31.49379
2022-02-20	79.034246
2022-02-19	118.180532
2022-02-18	157.878553
2022-02-17	276.858034
2022-02-16	353.70585
2022-02-15	384.235061
2022-02-14	435.654823
2022-02-13	15.042013
2022-02-12	45.134417
2022-02-11	107.197939
2022-02-10	232.204212
2022-02-09	318.273243
2022-02-08	243.217526
2022-02-07	115.17974
2022-02-06	9.18477
2022-02-05	13.329023
2022-02-04	16.195706
2022-02-03	20.340662
2022-02-02	127.46313
2022-02-01	21.751859
2022-01-31	29.526906
2022-01-30	108.370012
2022-01-29	142.695901
2022-01-28	262.061563
2022-01-27	401.571516
2022-01-26	651.53886
2022-01-25	308.607822
2022-01-24	26.367511
2022-01-23	59.449806
2022-01-22	109.85562
2022-01-21	46.194484
2022-01-20	87.95524
2022-01-19	152.96188
2022-01-18	210.758677
2022-01-17	146.001814
2022-01-16	225.647527
2022-01-15	228.165828
2022-01-14	215.249206
2022-01-13	206.648465
2022-01-12	259.710828
2022-01-11	256.107164
2022-01-10	220.42458
2022-01-09	217.513828
2022-01-08	236.624568
2022-01-07	251.917202
2022-01-06	198.412879
2022-01-05	203.806376
2022-01-04	175.437952
2022-01-03	163.272017
2022-01-02	122.471462
2022-01-01	145.865572
2021-12-31	173.089841
2021-12-30	182.729711
